StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q1,Q2,Q2_4_TEXT,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q8,Q14_1,Q14_2,Q14_3,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q13_1,Q13_2,Q13_3,Q11,Q19,Stimuli_DO
2022-11-17 19:49:08,2022-11-17 19:55:19,IP Address,35.148.42.126,100,371,True,2022-11-17 19:55:20,R_vulMbP4nSvYP3xL,,,,,43.0334,-89.4512,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,Bachelors or 4 yr equivalent,1-2,No,Yes,No,No,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 19:52:52,2022-11-17 19:55:30,IP Address,72.33.2.30,100,157,True,2022-11-17 19:55:30,R_2UVZsDl4PeJNS9e,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,1-2,No,No,No,No,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,I do not remember,"No, LSC 560 and all other participants",Human-stimulus
2022-11-17 20:10:11,2022-11-17 20:12:23,IP Address,72.33.2.126,100,132,True,2022-11-17 20:12:23,R_ZjGarj115jcK72V,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Other:,,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-17 20:20:56,2022-11-17 20:28:57,IP Address,72.33.2.34,100,480,True,2022-11-17 20:28:57,R_33l6HKblE4hzezm,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,No,Not Sure,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"No, LSC 560 and all other participants",Human-stimulus
2022-11-17 21:46:29,2022-11-17 21:49:24,IP Address,72.33.2.118,100,174,True,2022-11-17 21:49:24,R_21zfnvXT4mEQmUe,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,Yes,White,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,Yes,Neither Agree nor Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-17 09:15:13,2022-11-17 21:59:29,IP Address,72.33.2.93,100,45856,True,2022-11-17 21:59:30,R_2E0NShpHZ92laEP,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,Asian,,High school or GED,1-2,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 08:20:22,2022-11-18 08:22:43,IP Address,72.33.2.22,100,141,True,2022-11-18 08:22:44,R_1n8id5j6die6BQC,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Non-binary / third gender,,No,Asian,,High school or GED,1-2,Yes,Yes,No,Yes,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 07:56:42,2022-11-18 08:22:50,IP Address,72.33.2.142,100,1568,True,2022-11-18 08:22:51,R_3J1JUUSxejxZdtN,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,3+,No,Yes,Yes,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 08:20:38,2022-11-18 08:24:21,IP Address,72.33.2.74,100,223,True,2022-11-18 08:24:22,R_2COFRoHN8O9Il8R,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 08:22:16,2022-11-18 08:25:07,IP Address,72.33.2.121,100,170,True,2022-11-18 08:25:08,R_2v6UhvJ8cag6RgF,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,Yes,No,No,No,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 08:21:40,2022-11-18 08:25:36,IP Address,72.33.2.128,100,236,True,2022-11-18 08:25:37,R_8jNvoIJpDuCpfxL,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 08:22:40,2022-11-18 08:25:40,IP Address,72.33.2.51,100,179,True,2022-11-18 08:25:41,R_1FFEgyQz7GsbSK9,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,No,No,No,No,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 08:20:31,2022-11-18 08:26:10,IP Address,72.33.2.82,100,339,True,2022-11-18 08:26:11,R_1jrXlNxkFp3uRHh,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,"Asian,White",,High school or GED,0,No,Yes,No,No,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 09:28:07,2022-11-18 09:29:17,IP Address,72.33.2.151,100,70,True,2022-11-18 09:29:18,R_3Ej3VRjq7GlBLDQ,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,Asian,,High school or GED,1-2,Yes,Yes,Yes,Yes,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 09:28:31,2022-11-18 09:31:10,IP Address,72.33.2.251,100,159,True,2022-11-18 09:31:11,R_ByU5Eoa1gpKWdMZ,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,No,No,No,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 09:28:46,2022-11-18 09:32:51,IP Address,72.33.2.215,100,244,True,2022-11-18 09:32:51,R_2e8Ty8wnjeMu6nP,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,No,Yes,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 09:29:45,2022-11-18 09:35:20,IP Address,166.181.83.2,100,335,True,2022-11-18 09:35:21,R_aXVsNzIV8D33Ixr,,,,,43.0382,-87.91,anonymous,EN,"Yes, I agree",18-24,Woman,,Yes,"Black or African American,White",,High school or GED,0,Yes,Yes,No,No,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 09:34:04,2022-11-18 09:36:33,IP Address,72.33.2.157,100,148,True,2022-11-18 09:36:33,R_1pyQjBkqmldrSRg,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,0,Yes,No,No,Yes,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 09:40:11,2022-11-18 09:51:16,IP Address,184.60.24.189,100,665,True,2022-11-18 09:51:17,R_2Scv5f8QOqIqy33,,,,,43.103,-89.5073,anonymous,EN,"Yes, I agree",55-65,Woman,,No,White,,Bachelors or 4 yr equivalent,3+,Yes,Yes,No,Yes,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,"Heliograf, the Williamsburg Gazette's AI journalist","No, LSC 560 and all other participants",AI-stimulus
2022-11-10 21:48:45,2022-11-11 10:14:38,IP Address,107.208.177.205,53,44752,False,2022-11-18 10:15:42,R_3Oq7yPeWL8vrH7m,,,,,,,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,Human-stimulus
2022-11-18 10:36:29,2022-11-18 10:38:33,IP Address,72.33.2.127,100,124,True,2022-11-18 10:38:34,R_bPGPKbAqKmgAKhb,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,Not Sure,Yes,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 10:35:53,2022-11-18 10:38:41,IP Address,72.33.2.110,100,168,True,2022-11-18 10:38:42,R_2i8ccIWSDEGyEzn,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,0,Yes,Not Sure,Not Sure,Yes,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 10:35:26,2022-11-18 10:38:55,IP Address,72.33.2.133,100,209,True,2022-11-18 10:38:56,R_AtybhRv00EAiJS9,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 10:37:47,2022-11-18 10:40:33,IP Address,72.33.2.154,100,166,True,2022-11-18 10:40:34,R_3I3HtdqpUlVKzTA,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 10:41:42,2022-11-18 10:50:21,IP Address,184.60.24.189,100,518,True,2022-11-18 10:50:21,R_3JemQrUTlynOb8X,,,,,43.103,-89.5073,anonymous,EN,"Yes, I agree",55-65,Man,,No,"American Indian or Alaska Native; ,White",,Masters,3+,No,Yes,No,Yes,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,"Blake Miller, a journalist from the Williamsburg Gazette","No, LSC 560 and all other participants",Human-stimulus
2022-11-18 11:24:16,2022-11-18 11:27:21,IP Address,107.122.157.4,100,185,True,2022-11-18 11:27:22,R_26a9rdnNB0ExFLu,,,,,40.7653,-73.9589,anonymous,EN,"Yes, I agree",35-44,Woman,,No,Asian,,Bachelors or 4 yr equivalent,3+,Yes,Yes,No,Yes,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,I do not remember,"No, LSC 560 and all other participants",AI-stimulus
2022-11-18 12:09:07,2022-11-18 12:12:36,IP Address,72.33.2.162,100,209,True,2022-11-18 12:12:37,R_1pJZsCGMlGMmhmy,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,1-2,No,Yes,Yes,Yes,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 12:37:47,2022-11-18 12:42:34,IP Address,72.33.2.230,100,286,True,2022-11-18 12:42:34,R_27fLJ829iZjpEmR,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Yes,No,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 13:17:50,2022-11-18 13:27:22,IP Address,99.126.180.31,100,571,True,2022-11-18 13:27:22,R_2rYM7hsQD2OGsBP,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,1-2,Yes,Yes,No,No,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Disagree,"Heliograf, the Williamsburg Gazette's AI journalist","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 13:51:24,2022-11-18 13:58:20,IP Address,72.33.2.111,100,415,True,2022-11-18 13:58:20,R_OC3MuzwoArOfB6N,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Asian,,High school or GED,0,Yes,Yes,Not Sure,Yes,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 14:08:01,2022-11-18 14:11:05,IP Address,72.33.2.33,100,183,True,2022-11-18 14:11:05,R_3Mg8Dl9nZN3MYLd,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,White,,High school or GED,0,Yes,Yes,No,No,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 14:55:40,2022-11-18 14:57:45,IP Address,107.127.39.6,100,125,True,2022-11-18 14:57:46,R_2QM7rwSvYKe582v,,,,,37.751,-97.822,anonymous,EN,"Yes, I agree",18-24,Non-binary / third gender,,No,Asian,,High school or GED,1-2,Yes,No,No,No,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
2022-11-18 14:57:35,2022-11-18 15:02:49,IP Address,71.90.102.64,100,313,True,2022-11-18 15:02:49,R_1OC9ZspqD3Cmx5n,,,,,43.0334,-89.4512,anonymous,EN,"Yes, I agree",25-34,Woman,,No,Asian,,Masters,1-2,Yes,Yes,Not Sure,Yes,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 15:51:25,2022-11-18 15:54:39,IP Address,72.33.2.205,100,194,True,2022-11-18 15:54:39,R_ThAVhCjJg2iH51D,,,,,43.0812,-89.3845,anonymous,EN,"Yes, I agree",18-24,Man,,No,Other:,N/A,High school or GED,1-2,Yes,No,No,Yes,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","Yes, for LSC100, J345, J658, or LSC 675",Human-stimulus
2022-11-18 18:04:13,2022-11-18 18:13:01,IP Address,71.89.78.189,100,528,True,2022-11-18 18:13:01,R_2Xp3mrYEod4Z3oj,,,,,43.0334,-89.4512,anonymous,EN,"Yes, I agree",25-34,Woman,,No,Asian,,Bachelors or 4 yr equivalent,1-2,Yes,Yes,No,No,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,"Blake Miller, a journalist from the Williamsburg Gazette","No, LSC 560 and all other participants",Human-stimulus
2022-11-18 22:16:56,2022-11-18 23:18:43,IP Address,71.90.18.219,100,3707,True,2022-11-18 23:18:43,R_6RrZIHKbe7gFlm1,,,,,42.7355,-89.0405,anonymous,EN,"Yes, I agree",18-24,Woman,,No,White,,High school or GED,1-2,Yes,Not Sure,No,Yes,Somewhat Agree,Somewhat Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,I do not remember,"Yes, for LSC100, J345, J658, or LSC 675",AI-stimulus
